humanratings,mainrel,rstpostprob79,rstpostprob9,subrel,wordpair
"[0.00110299 0.07382892 0.00110299 0.         0.         0.
 0.         0.         0.        ]",1,"[0.36633085 0.26609335 0.22837584 0.37269705 0.14334953 0.25430242
 0.35593578 0.60206678 0.04672811 0.50158826 0.30166207 0.57638972
 0.25797017 0.26962373 0.40808394 0.21200135 0.15191523 0.19046278
 0.20033063 0.09335689 0.80794511 0.19111428 0.13804932 0.12036728
 0.434133   0.26316468 0.24425344 0.36590449 0.17585672 0.12523802
 0.21608283 0.60257317 0.26032781 0.69178033 0.53136055 0.42061252
 0.45005965 0.44061357 0.05378724 0.06717848 0.47983136 0.48595526
 0.5132992  0.27925773 0.54395714 0.41428046 0.44572456 0.07863786
 0.18491017 0.25605342 0.51648697 0.16561435 0.22381276 0.07759065
 0.68819546 0.46702186 0.14918499 0.21508509 0.17228308 0.61087641
 0.60210689 0.18191384 0.41341539 0.21847723 0.48524251 0.42405187
 0.41178426 0.56837256 0.64171427 0.32847538 0.20358295 0.22493958
 0.22146749 0.32351964 0.4399159  0.18231989 0.42431369 0.1590989
 0.61094043]","[0.21200135 0.80794511 0.13804932 0.434133   0.24425344 0.12523802
 0.14918499 0.21508509 0.61087641]",2,stairs:ladder
"[0.         0.         0.         0.00110299 0.06383565 0.00110299
 0.         0.         0.        ]",2,"[4.80423709e-01 1.89534853e-01 5.14227539e-01 8.86223121e-02
 1.99567829e-01 1.43401968e-01 5.36538975e-02 6.49483070e-01
 2.55606596e-01 7.65179504e-02 6.04513394e-01 1.81181021e-01
 1.85328357e-01 1.34783627e-01 1.15953218e-01 7.92701435e-01
 7.34825830e-01 1.76524416e-01 1.90508977e-01 3.63809954e-01
 6.60312572e-01 6.85544167e-01 5.66284634e-01 6.24757882e-01
 4.12106374e-01 4.23476744e-01 8.51006111e-01 2.32297947e-01
 2.66688058e-01 6.33853718e-01 6.90966728e-03 6.13002203e-01
 1.18628006e-01 2.00804140e-01 2.15445093e-02 3.47900059e-01
 1.71774733e-01 3.28944333e-01 1.39535355e-01 5.70259509e-01
 7.57805559e-02 3.34523377e-01 1.10980546e-03 6.03612086e-01
 7.08099906e-02 7.71648889e-02 2.81351119e-02 2.53938500e-01
 1.29805989e-01 1.18020785e-01 4.80026774e-02 8.47489052e-02
 1.04570479e-01 6.96149100e-02 1.20422192e-01 2.75400552e-01
 3.97777366e-01 8.97974686e-02 3.33565896e-01 6.07779292e-01
 3.39349021e-01 3.35856106e-01 1.23961795e-01 2.04540310e-01
 2.43261371e-01 1.20873357e-02 1.28581918e-01 2.88282027e-01
 3.57199694e-02 9.68127401e-02 1.31861643e-01 8.58963030e-01
 3.36253751e-01 8.44407132e-04 3.25528233e-01 5.45020071e-01
 2.98402228e-01 5.46124239e-02 6.28354304e-02]","[0.79270144 0.66031257 0.56628463 0.41210637 0.85100611 0.63385372
 0.39777737 0.08979747 0.60777929]",5,start:finish
"[0.         0.         0.         0.         0.         0.
 0.03254017 0.00110299 0.00110299]",3,"[0.45561767 0.19376029 0.43998209 0.19089866 0.19586892 0.54634891
 0.41383692 0.47399377 0.60919717 0.56757942 0.36565637 0.31058033
 0.5006133  0.58215669 0.04919483 0.52254511 0.31461355 0.65025763
 0.47825213 0.45404354 0.60417523 0.49057764 0.63579597 0.10617488
 0.70798311 0.76483451 0.58397533 0.67612419 0.46770846 0.59703804
 0.55260735 0.14745315 0.3395958  0.35444989 0.453991   0.62440986
 0.67570256 0.32242492 0.62017886 0.42223096 0.59406426 0.48950464
 0.65392137 0.49317103 0.12263206 0.4356328  0.10491627 0.59710948
 0.0771585  0.28412515 0.00358588 0.46515921 0.09455684 0.49020133
 0.18483176 0.06597617 0.80973975 0.53311018 0.30087376 0.2066724
 0.18494538 0.07791181 0.52182706 0.21903724 0.515085   0.05278678
 0.50162371 0.4981554  0.64127237 0.24700505 0.34659931 0.28602634
 0.39459988 0.54123071 0.35693474 0.43204185 0.71907001 0.2920525
 0.15348136]","[0.52254511 0.60417523 0.63579597 0.70798311 0.58397533 0.59703804
 0.80973975 0.53311018 0.2066724 ]",7,stimulus:response
"[0.         0.         0.         0.         0.         0.
 0.00110299 0.00110299 0.10611205]",3,"[0.01584425 0.10892554 0.23934599 0.35808351 0.53548017 0.35412734
 0.26243931 0.42927655 0.1082984  0.09939252 0.2365697  0.26013099
 0.46685901 0.35439016 0.30017876 0.60638596 0.60938246 0.1799709
 0.21912419 0.47818151 0.76050571 0.4402562  0.44315537 0.18060183
 0.6541349  0.69575486 0.67425151 0.61091088 0.59831036 0.40554097
 0.27268102 0.5175357  0.08106327 0.49889208 0.00471249 0.73216475
 0.6940738  0.61274792 0.03012192 0.27116483 0.3159094  0.51393373
 0.36126733 0.68746624 0.61123112 0.46143797 0.03138628 0.3436158
 0.09312661 0.03240677 0.05952819 0.00358545 0.00473604 0.16913517
 0.53519789 0.11168257 0.74239064 0.3947476  0.12483784 0.87589858
 0.09405241 0.24852821 0.51610022 0.61306757 0.01466736 0.31988209
 0.04921027 0.28192767 0.53717265 0.57127531 0.43255865 0.28662015
 0.14435161 0.50816915 0.43616071 0.0240737  0.4763869  0.19547304
 0.04172164]","[0.60638596 0.76050571 0.44315537 0.6541349  0.67425151 0.40554097
 0.74239064 0.3947476  0.87589858]",9,study:learn
"[0.00110299 0.11532587 0.00110299 0.         0.         0.
 0.         0.         0.        ]",1,"[0.01654533 0.56015211 0.29905721 0.20399688 0.51920438 0.22799596
 0.31003794 0.56956901 0.19990248 0.36265551 0.60748062 0.34490935
 0.24106646 0.45250962 0.48759287 0.46644801 0.2731498  0.58133535
 0.47194301 0.40170056 0.81031749 0.6165524  0.12484865 0.1907699
 0.37864555 0.34613687 0.49066595 0.35839813 0.56846948 0.43779239
 0.13197795 0.46193417 0.21342324 0.16822558 0.15673314 0.33269877
 0.37346153 0.41071342 0.0867692  0.03877383 0.38278993 0.41487959
 0.3107724  0.51166959 0.49099877 0.61501645 0.43821837 0.31016289
 0.50541104 0.15867848 0.59064097 0.15420608 0.32867251 0.16221368
 0.65136892 0.08132677 0.51426025 0.44911786 0.55884304 0.08625669
 0.12642099 0.03475565 0.44089899 0.09158539 0.21777984 0.11353614
 0.2489651  0.48984668 0.49638909 0.20441113 0.04190826 0.38310378
 0.43273181 0.24114726 0.14196607 0.57789135 0.34417056 0.05926135
 0.49661252]","[0.46644801 0.81031749 0.12484865 0.37864555 0.49066595 0.43779239
 0.51426025 0.44911786 0.08625669]",2,sword:knife
"[0.00110299 0.0333503  0.00110299 0.         0.         0.
 0.         0.         0.        ]",1,"[0.11903992 0.10941851 0.4316278  0.34330693 0.19917526 0.23297975
 0.62630526 0.41920833 0.35466349 0.36822562 0.26858508 0.41517517
 0.18286474 0.4385915  0.33581071 0.54635442 0.50570725 0.59731388
 0.39421517 0.6591345  0.84236067 0.54679782 0.13041913 0.70443024
 0.69325596 0.69187349 0.54702662 0.36012534 0.49171329 0.61375452
 0.20716876 0.18260969 0.34446954 0.11399674 0.05830477 0.03320268
 0.55797076 0.32688427 0.20140439 0.45865039 0.58918855 0.38751084
 0.34729334 0.52047847 0.1470354  0.358806   0.53492481 0.62042357
 0.05335349 0.19671414 0.35068492 0.60172216 0.47303461 0.57815079
 0.65383874 0.24328721 0.45825795 0.18515775 0.44520485 0.41810308
 0.02403323 0.1892596  0.13109685 0.17594388 0.0373908  0.0558126
 0.00523835 0.32482726 0.40815121 0.08156012 0.08491777 0.42792975
 0.53072941 0.29090137 0.04812751 0.35161711 0.45535284 0.03186274
 0.22185251]","[0.54635442 0.84236067 0.13041913 0.69325596 0.54702662 0.61375452
 0.45825795 0.18515775 0.41810308]",2,table:desk
"[0.         0.         0.         0.06326759 0.00110299 0.00110299
 0.         0.         0.        ]",2,"[0.01254755 0.02027311 0.01111842 0.01797371 0.51840465 0.64543976
 0.53357626 0.5349151  0.26943277 0.52072114 0.05662501 0.49869704
 0.23619671 0.06827679 0.653204   0.07863081 0.53562301 0.30918677
 0.08902745 0.47265554 0.6856838  0.34244733 0.07198632 0.31044621
 0.83619128 0.40416434 0.55497763 0.456543   0.56315089 0.56871892
 0.01843967 0.60964545 0.39618048 0.60894784 0.70389987 0.0973618
 0.72423757 0.55305042 0.19927005 0.40486251 0.62473084 0.65687827
 0.33821671 0.20111155 0.49142865 0.68416623 0.28987272 0.49821832
 0.08343643 0.49030133 0.10639166 0.13633558 0.08561855 0.0826907
 0.39351007 0.19882791 0.3342756  0.03513537 0.05796916 0.62192627
 0.32968691 0.13195717 0.14535239 0.01885658 0.61275461 0.19283365
 0.26784144 0.2883917  0.36355942 0.11217033 0.16115726 0.39939926
 0.12844896 0.59058478 0.51504929 0.17912306 0.03023463 0.01831299
 0.39762418]","[0.07863081 0.6856838  0.07198632 0.83619128 0.55497763 0.56871892
 0.3342756  0.03513537 0.62192627]",4,tall:short
"[0.07997029 0.00110299 0.00110299 0.         0.         0.
 0.         0.         0.        ]",1,"[0.26526529 0.20026866 0.17397792 0.55401387 0.15441367 0.68742096
 0.36356301 0.41643712 0.35446584 0.02470725 0.08214245 0.20048601
 0.30009816 0.47328651 0.05177887 0.8397792  0.7240474  0.58321289
 0.4752272  0.63877691 0.71094159 0.58995129 0.35911734 0.57534093
 0.65394371 0.52596027 0.65043812 0.22925655 0.3262849  0.68452206
 0.09469909 0.08779638 0.49864361 0.11694049 0.21434635 0.34774936
 0.57332752 0.12481639 0.45463094 0.47324675 0.04253993 0.29565427
 0.0073287  0.49759529 0.06358747 0.30478216 0.47293466 0.63077944
 0.20890853 0.36178373 0.55492064 0.34290127 0.10828434 0.13860125
 0.44367336 0.35703732 0.04034126 0.1613692  0.14465913 0.28053262
 0.40463033 0.29565201 0.20548746 0.05137322 0.55411227 0.17894703
 0.00938221 0.33764635 0.02125033 0.04890401 0.02713796 0.03370048
 0.06638535 0.32137012 0.11255482 0.50454909 0.06835779 0.68215404
 0.17529716]","[0.8397792  0.71094159 0.35911734 0.65394371 0.65043812 0.68452206
 0.04034126 0.1613692  0.28053262]",1,teach:instruct
"[0.00110299 0.00110299 0.03905402 0.         0.         0.
 0.         0.         0.        ]",1,"[0.39954185 0.39572223 0.16715378 0.03185839 0.13822318 0.08957923
 0.00120363 0.03371227 0.04774689 0.03229695 0.38955197 0.111708
 0.35537096 0.22032864 0.49669369 0.19356964 0.22790702 0.27251384
 0.08063224 0.03724492 0.02997038 0.08683977 0.84464521 0.03438348
 0.3293909  0.4334895  0.1559446  0.47876115 0.29443021 0.16195464
 0.29773445 0.28485267 0.4955683  0.42029102 0.26313606 0.51165549
 0.58256484 0.24106054 0.01287875 0.03447732 0.4408907  0.24150936
 0.33224236 0.03144704 0.32897693 0.1530568  0.14852475 0.35310581
 0.02362999 0.0306451  0.00976704 0.21036819 0.21728372 0.0855239
 0.40882291 0.1019781  0.55358284 0.03835937 0.17066262 0.22927634
 0.40503854 0.07383354 0.4735663  0.24847656 0.0258128  0.32267298
 0.23558194 0.56925872 0.31406254 0.14932591 0.20312178 0.52590837
 0.13217066 0.07977269 0.25473382 0.02147805 0.40011735 0.09405491
 0.44404635]","[0.19356964 0.02997038 0.84464521 0.3293909  0.1559446  0.16195464
 0.55358284 0.03835937 0.22927634]",3,terror:fear
"[0.         0.         0.         0.         0.         0.
 0.00110299 0.13646702 0.00110299]",3,"[2.83785756e-02 7.78821132e-02 3.86387383e-02 4.08237833e-02
 8.22905273e-02 6.17769524e-02 1.17422202e-01 5.33358075e-03
 4.67923730e-02 3.34342145e-02 1.06878101e-01 2.51836049e-02
 1.15005868e-01 9.03175084e-02 8.72007108e-02 1.29781210e-01
 6.40232885e-02 9.85537055e-02 9.19984816e-02 9.03731878e-02
 4.57312424e-02 1.11983055e-01 1.00999342e-01 1.29042957e-01
 6.10137769e-02 8.58460113e-02 6.25274160e-02 1.48080349e-01
 1.23274761e-01 6.11643544e-02 1.27397038e-01 3.77163673e-03
 1.09261494e-02 5.51066021e-02 3.98258881e-02 1.53560508e-01
 9.14010873e-02 9.15734688e-03 7.57194513e-02 1.62410301e-01
 1.70820360e-01 4.22282182e-02 1.86606949e-01 8.71545439e-02
 1.70353651e-01 1.03891776e-01 1.94450600e-02 5.66691427e-02
 9.79393037e-02 3.15641480e-02 8.51852763e-03 9.28444733e-02
 9.21622506e-02 1.01403216e-01 9.03084774e-02 3.56534959e-02
 3.86705020e-01 8.85239119e-01 4.77988336e-01 2.41494788e-02
 5.88148037e-02 2.55533836e-05 2.04186143e-01 2.24236580e-05
 1.20648441e-01 9.30634840e-02 1.54184994e-02 7.31572323e-02
 7.21555788e-02 8.81466287e-02 9.42555474e-02 8.46204132e-02
 6.84475542e-02 7.22809829e-02 2.68138097e-02 5.55371044e-02
 9.73355206e-02 9.19108697e-02 1.24325900e-02]","[0.12978121 0.04573124 0.10099934 0.06101378 0.06252742 0.06116435
 0.38670502 0.88523912 0.02414948]",8,thirst:drink
"[0.         0.         0.         0.         0.         0.
 0.00110299 0.08188021 0.00110299]",3,"[0.0382257  0.08006525 0.02615242 0.1761322  0.06847527 0.06915353
 0.46638297 0.01417812 0.27885518 0.47612949 0.06144093 0.14919227
 0.19113006 0.25390424 0.50490892 0.49607119 0.28558601 0.14567257
 0.0153955  0.46658488 0.4242036  0.49952913 0.22899812 0.25699233
 0.38325408 0.44085235 0.46296739 0.46525479 0.4567288  0.18990851
 0.0145038  0.02285796 0.1694884  0.47598664 0.76778951 0.1162157
 0.70974003 0.00684966 0.02594265 0.06103937 0.22926617 0.43317883
 0.13154245 0.25433013 0.26181666 0.51823587 0.04003239 0.12243832
 0.00904287 0.08215805 0.01523751 0.25440134 0.09539793 0.21668279
 0.14552226 0.00793968 0.51104363 0.87400612 0.5256827  0.11008921
 0.06686842 0.00288563 0.22914589 0.03003273 0.48161579 0.29674874
 0.18994422 0.35349397 0.09318161 0.07436538 0.0373793  0.01101418
 0.19424919 0.09504823 0.34783722 0.167498   0.13094492 0.16534183
 0.10232329]","[0.49607119 0.4242036  0.22899812 0.38325408 0.46296739 0.18990851
 0.51104363 0.87400612 0.11008921]",8,thirsty:drink
"[0.         0.         0.         0.         0.         0.
 0.00110299 0.09097801 0.00110299]",3,"[4.83142680e-01 1.85549068e-01 2.56107028e-01 7.46659627e-02
 2.83220827e-01 4.48816492e-02 3.61577586e-01 2.81683957e-01
 7.15191624e-02 4.35186651e-01 1.73018444e-02 2.48926020e-01
 3.48560860e-01 1.89156827e-01 2.37836989e-01 7.13264683e-04
 5.49987260e-01 2.89579630e-01 3.22015093e-01 1.41839309e-02
 4.42991047e-01 1.69807668e-01 1.08714049e-01 4.09743227e-03
 3.13811770e-01 7.01477949e-02 4.67047735e-01 1.96241683e-01
 4.34996495e-01 9.42535431e-02 7.06343363e-01 8.70340188e-03
 4.88610378e-01 1.89904013e-02 7.77604223e-04 1.36287936e-01
 1.78953698e-01 2.66560565e-01 3.71753610e-02 1.25362517e-01
 6.08876410e-01 5.17650804e-01 6.41762440e-01 4.24517070e-04
 5.72059590e-01 5.71851537e-01 2.72269900e-01 1.87125229e-01
 6.70104122e-01 2.86148676e-01 6.77232106e-01 1.08593694e-01
 3.53006785e-02 6.64509863e-02 3.71770791e-02 4.82984867e-01
 1.89374276e-03 8.78246362e-01 2.91364355e-02 4.51826255e-01
 2.24705544e-01 1.31991312e-02 7.50785528e-03 8.98143038e-07
 1.34339928e-01 3.31238102e-01 1.07538900e-03 5.27438043e-02
 6.34963953e-01 9.16900867e-03 4.74869556e-01 2.65844750e-01
 3.85819378e-01 7.15873147e-01 1.18502812e-03 6.66194466e-02
 5.91245943e-02 8.91844173e-02 4.34785250e-01]","[7.13264683e-04 4.42991047e-01 1.08714049e-01 3.13811770e-01
 4.67047735e-01 9.42535431e-02 1.89374276e-03 8.78246362e-01
 4.51826255e-01]",8,tiredness:rest
"[0.         0.         0.         0.00110299 0.09141045 0.00110299
 0.         0.         0.        ]",2,"[0.26099849 0.58487093 0.45494234 0.66756056 0.06193848 0.60431136
 0.55430495 0.63807677 0.17663884 0.18505438 0.09547926 0.53554415
 0.08576993 0.10897679 0.29867367 0.75365425 0.77571576 0.24221363
 0.28967502 0.32274619 0.7598044  0.75571607 0.66687335 0.6121356
 0.63017199 0.44792737 0.8487255  0.10356253 0.45509938 0.58099517
 0.0032217  0.11153518 0.19336583 0.20239881 0.02513078 0.20144828
 0.35714892 0.12024735 0.06397037 0.32099356 0.04066979 0.42864791
 0.00217874 0.68028607 0.05626675 0.34177439 0.17209387 0.5528551
 0.0359041  0.18387577 0.10441581 0.12601181 0.10631076 0.18480729
 0.18142996 0.2620368  0.02390456 0.01511564 0.13978685 0.03942486
 0.40406882 0.32832226 0.52846364 0.11232117 0.1700936  0.15670511
 0.24826658 0.37874621 0.08350003 0.32285754 0.03370927 0.27311023
 0.3302892  0.2737794  0.15213651 0.15292998 0.3621641  0.01201959
 0.07905573]","[0.75365425 0.7598044  0.66687335 0.63017199 0.8487255  0.58099517
 0.02390456 0.01511564 0.03942486]",5,top:bottom
"[0.         0.         0.         0.         0.         0.
 0.04474273 0.00110299 0.00110299]",3,"[2.08562218e-02 6.00274019e-01 1.42271057e-01 2.08348815e-01
 4.03533284e-01 1.02503554e-01 8.04463855e-02 2.60407717e-01
 2.41471524e-01 8.55388682e-03 4.59544321e-01 1.49192251e-01
 4.07918634e-01 5.66177196e-01 6.73256369e-02 2.10379144e-01
 5.51413845e-02 1.92186310e-01 1.34718177e-01 7.17890073e-03
 5.47810109e-02 1.74967176e-01 2.82323180e-01 2.22686887e-02
 1.34954655e-03 2.09970767e-01 6.48718201e-04 1.54492777e-01
 5.08802892e-01 3.41886072e-01 4.50144789e-01 3.74578970e-01
 3.16744371e-01 8.28631760e-03 1.39018266e-04 5.47479162e-01
 5.11898393e-01 2.22438062e-02 6.25286385e-02 3.83145543e-01
 5.02105530e-01 6.42394691e-02 5.45968333e-01 9.76311630e-02
 6.13341125e-01 3.86817065e-01 4.40165139e-01 2.19709013e-02
 2.41664888e-02 1.69242356e-02 6.75529689e-02 3.06637358e-02
 2.62548319e-01 6.47930940e-03 6.30701970e-02 4.23033703e-02
 8.98923281e-01 6.53981511e-01 6.01033549e-01 1.73062883e-03
 1.66307707e-01 2.64611683e-01 1.54704274e-01 5.97147186e-02
 2.96238484e-01 1.49991669e-02 1.08473561e-02 7.60566467e-02
 1.06545909e-01 2.87921670e-02 1.12199124e-01 5.68335818e-01
 3.81849352e-01 2.81593508e-02 2.15685765e-04 2.68902057e-02
 2.53533276e-01 5.02116564e-02 2.29409434e-01]","[2.10379144e-01 5.47810109e-02 2.82323180e-01 1.34954655e-03
 6.48718201e-04 3.41886072e-01 8.98923281e-01 6.53981511e-01
 1.73062883e-03]",7,tragedy:tears
"[0.         0.         0.         0.         0.         0.
 0.00110299 0.00110299 0.0466893 ]",3,"[0.03196102 0.06069712 0.09476986 0.42608427 0.16375659 0.10158414
 0.3056013  0.0659626  0.34377676 0.47134293 0.15595912 0.36684574
 0.04028572 0.13752449 0.55104742 0.16086979 0.32098552 0.41690856
 0.56853191 0.35231416 0.45782091 0.13801278 0.16227717 0.39256616
 0.71481924 0.45157032 0.52529462 0.63362394 0.48238297 0.39987033
 0.00419427 0.09858168 0.48728213 0.36896125 0.42883286 0.59974267
 0.69819343 0.48375224 0.08929258 0.50883171 0.4381548  0.63714743
 0.36892156 0.18419214 0.48204055 0.5144381  0.37770377 0.46610643
 0.10507371 0.46522597 0.0623822  0.54882137 0.16619003 0.17147921
 0.51071431 0.17190811 0.55295374 0.09717475 0.10063892 0.85178708
 0.13968898 0.32411907 0.51078975 0.23824651 0.2993018  0.03395362
 0.18998653 0.1844972  0.62891011 0.50903168 0.07342783 0.27335123
 0.26984145 0.37464535 0.29923201 0.39953479 0.11379114 0.02248727
 0.32705102]","[0.16086979 0.45782091 0.16227717 0.71481924 0.52529462 0.39987033
 0.55295374 0.09717475 0.85178708]",9,trim:shorten
"[0.         0.         0.         0.00110299 0.03570936 0.00110299
 0.         0.         0.        ]",2,"[0.40840971 0.36709866 0.45536992 0.49699914 0.46305901 0.54140499
 0.15665868 0.27024993 0.19535675 0.40995124 0.25197254 0.57378864
 0.21000152 0.14213388 0.24973573 0.68689845 0.72980724 0.08772126
 0.61730799 0.67193957 0.69598646 0.66434218 0.22277492 0.25353038
 0.72116021 0.55775947 0.86646839 0.6095302  0.6015647  0.70328852
 0.02956957 0.11118351 0.40940875 0.29974883 0.20328089 0.50041867
 0.59644126 0.32151913 0.13845869 0.17723646 0.00923481 0.64255771
 0.29678569 0.2416571  0.00306412 0.0925724  0.16026467 0.35235683
 0.02298946 0.13268037 0.02602322 0.19163179 0.09218968 0.26726453
 0.58804632 0.28320864 0.24880812 0.08104597 0.09185748 0.50916441
 0.07965079 0.25394458 0.06310976 0.14234034 0.04526928 0.28263962
 0.02720594 0.2866574  0.41489119 0.32556476 0.06421821 0.30458404
 0.03476581 0.2307877  0.12592158 0.21499429 0.70477208 0.02132564
 0.45691006]","[0.68689845 0.69598646 0.22277492 0.72116021 0.86646839 0.70328852
 0.24880812 0.08104597 0.50916441]",5,under:over
"[0.         0.         0.         0.00110299 0.08520612 0.00110299
 0.         0.         0.        ]",2,"[2.98092296e-01 5.62891474e-01 2.63155897e-01 3.00958020e-01
 1.12389599e-01 1.80358358e-01 6.75040287e-01 3.43838332e-01
 1.00218183e-01 1.08025148e-01 9.83657743e-02 3.28865142e-01
 1.43233990e-01 1.02945390e-01 4.53551492e-02 8.05033970e-01
 7.98027223e-01 2.11792684e-01 4.04448166e-01 6.22041237e-01
 6.28481393e-01 7.38195218e-01 1.25621059e-01 7.70079553e-01
 6.08439914e-01 4.84090751e-01 8.66629880e-01 3.46062851e-01
 2.32849238e-01 7.38566457e-01 3.11738096e-03 3.24672422e-01
 2.06352094e-01 3.93762300e-02 8.05682371e-02 5.21411580e-01
 3.66082168e-01 5.03972353e-02 2.07427541e-01 4.60131883e-01
 2.35035006e-02 6.71462344e-02 2.20571280e-03 6.24931686e-01
 1.08845257e-02 3.19450827e-02 4.27344377e-02 6.87375638e-01
 2.45994907e-02 3.01662389e-02 4.63464527e-03 8.99256513e-02
 2.06867095e-02 8.05993223e-02 1.17521714e-01 1.26739450e-01
 5.66156610e-03 7.67234571e-02 2.09058250e-02 2.62268758e-01
 6.29327705e-02 8.22435698e-03 1.45669993e-01 9.43087912e-03
 2.50200605e-01 1.50142044e-01 1.35666325e-02 2.79323497e-01
 4.95596872e-04 1.64589024e-01 6.86234326e-04 1.84006363e-01
 4.46023897e-02 2.46668688e-01 4.00722523e-02 6.26323998e-02
 4.30442706e-01 2.39788027e-02 2.86559301e-02]","[0.80503397 0.62848139 0.12562106 0.60843991 0.86662988 0.73856646
 0.00566157 0.07672346 0.26226876]",5,up:down
"[0.00110299 0.05397149 0.00110299 0.         0.         0.
 0.         0.         0.        ]",1,"[0.45362997 0.20347624 0.13932929 0.00734858 0.24699822 0.01690792
 0.59205836 0.27882864 0.27770982 0.0372363  0.61442483 0.09099617
 0.05172707 0.40707071 0.41485325 0.74735428 0.378604   0.35663428
 0.13401241 0.36004494 0.8392895  0.60081506 0.26514782 0.38195593
 0.43528292 0.47784227 0.5838852  0.35839158 0.29044792 0.4853763
 0.39818926 0.48935982 0.56124406 0.02464556 0.03674019 0.22670309
 0.47205419 0.07114682 0.09272628 0.21947178 0.01227945 0.25171049
 0.03009264 0.26993574 0.30762944 0.19604126 0.38485595 0.50882148
 0.0520035  0.2986183  0.14251593 0.325137   0.18284981 0.13608889
 0.41538185 0.12803035 0.62883236 0.16057614 0.60619548 0.36163038
 0.37358269 0.21105183 0.45628364 0.2778318  0.030414   0.05113284
 0.02621353 0.02884217 0.51982593 0.14021384 0.13366416 0.5752077
 0.51406953 0.47133404 0.31315618 0.7044084  0.40001466 0.02470562
 0.17803921]","[0.74735428 0.8392895  0.26514782 0.43528292 0.5838852  0.4853763
 0.62883236 0.16057614 0.36163038]",2,wagon:trailer
"[0.         0.         0.         0.0029773  0.00110299 0.00110299
 0.         0.         0.        ]",2,"[0.22442586 0.30325039 0.44674421 0.15130852 0.59072275 0.64637473
 0.58260371 0.68893748 0.52437563 0.3787472  0.57172739 0.66188125
 0.25365833 0.28955458 0.30477084 0.78247914 0.79957914 0.56676937
 0.08702582 0.6329343  0.71484149 0.73635266 0.52885725 0.62538043
 0.85282087 0.59163154 0.70034145 0.64226679 0.48164734 0.7719157
 0.13052161 0.74110538 0.53536261 0.27401816 0.04835825 0.52417121
 0.64487744 0.75626749 0.14677609 0.39096907 0.50157273 0.41450359
 0.35844047 0.69750768 0.16213411 0.01028593 0.26593613 0.74969223
 0.07688799 0.18935746 0.09397681 0.3109035  0.17119998 0.15120899
 0.21810155 0.15194718 0.29755553 0.14623579 0.59643343 0.57114693
 0.25072299 0.10772112 0.1298535  0.4833513  0.46188516 0.46285915
 0.04267616 0.5457142  0.12724903 0.53429866 0.22414412 0.56769906
 0.11953786 0.47779665 0.22416927 0.35931003 0.74615795 0.07831649
 0.22725436]","[0.78247914 0.71484149 0.52885725 0.85282087 0.70034145 0.7719157
 0.29755553 0.14623579 0.57114693]",4,warm:cool
"[0.         0.         0.         0.         0.         0.
 0.00110299 0.00110299 0.07067063]",3,"[0.06115981 0.11981084 0.12745903 0.09511925 0.10871908 0.02224044
 0.02250345 0.0503333  0.05628998 0.14587388 0.00263057 0.12613941
 0.02447806 0.09399604 0.10450504 0.17676987 0.14242727 0.0469368
 0.00315332 0.06029124 0.03727456 0.08184777 0.04284177 0.0114013
 0.13355558 0.15781838 0.10732888 0.09632517 0.14816861 0.09086517
 0.07542103 0.12921774 0.72164255 0.30625156 0.13528719 0.01844778
 0.00437887 0.51583558 0.03080882 0.90075864 0.1501808  0.057031
 0.00920433 0.10118996 0.05495781 0.02057701 0.09952703 0.25823002
 0.00481403 0.07137546 0.02603867 0.17438641 0.08119868 0.05101661
 0.06122137 0.06441192 0.13843855 0.09037976 0.02528637 0.70638387
 0.04545001 0.15669878 0.13334032 0.05406241 0.14235765 0.10759281
 0.05734708 0.1343792  0.07678579 0.01981877 0.04517483 0.10897143
 0.07013137 0.10638444 0.14033112 0.09545543 0.00634364 0.0648295
 0.05952728]","[0.17676987 0.03727456 0.04284177 0.13355558 0.10732888 0.09086517
 0.13843855 0.09037976 0.70638387]",9,wash:clean
"[0.         0.         0.         0.00110299 0.00110299 0.05778491
 0.         0.         0.        ]",2,"[0.41310027 0.44802414 0.62471578 0.58472734 0.34718679 0.33062181
 0.01716823 0.36870144 0.02573862 0.22435972 0.22904221 0.69014012
 0.1414234  0.14912055 0.39578957 0.64563961 0.41743052 0.52282061
 0.28757485 0.62088413 0.48852246 0.36397876 0.28192698 0.52435903
 0.67582239 0.17722895 0.28912184 0.77261704 0.14089987 0.85451459
 0.01327471 0.70824444 0.20296595 0.37831565 0.24495421 0.50864227
 0.48290212 0.1754977  0.19768926 0.13696331 0.51502383 0.33326583
 0.42109512 0.50955786 0.61330614 0.34082186 0.4309753  0.53057447
 0.10031158 0.29604691 0.35319558 0.03641313 0.06379862 0.10233073
 0.38506477 0.28068271 0.00558929 0.00383849 0.19613616 0.66271715
 0.47844526 0.0070001  0.26591695 0.24959262 0.0620453  0.14068749
 0.16378551 0.06120483 0.47107616 0.62937705 0.18834188 0.34267812
 0.04733762 0.57930505 0.05948899 0.32659333 0.51810752 0.35293746
 0.31310446]","[0.64563961 0.48852246 0.28192698 0.67582239 0.28912184 0.85451459
 0.00558929 0.00383849 0.66271715]",6,witty:dumb
